Global_ID	Database_Source	Search_Date	Record_ID_in_DB	Title	Authors	Year	DOI	Link_URL	Type	Record_Status	Duplicate_Group_I	Duplicate_Removal_Reason	Included_in_Unique_Set	Stage_1_R1	Stage_1_R2	Stage_1_Conflict	Stage_1_FinalDecision	Stage_1_Notes	Stage_2_FullText_Available	Stage_2_R1	Stage_2_R2	Stage_2_Conflict	Stage_2_FinalDecision	ExclusionReasonCode	ExclusionReasonDetail	FullText_FilePath	QA1	QA2	QA3	QA4	QA5	QA6	QA7	QA8	QA9	QA10	QA_Total	QA_Average	QA_IncludeFlag	Final_Inclusion_Status	Reason_if_Excluded	Notes
370	GoogleScholar	25-10-2025	370	Software Defect Prediction Based on Non-Linear Manifold Learning and Hybrid Deep Learning Techniques	K Zhu, N Zhang, Q Zhang, S Ying…	2020		https://cdn.techscience.press/uploads/attached/file/20200820/20200820031415_80035.pdf	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
371	GoogleScholar	25-10-2025	371	IMDAC: A robust intelligent software defect prediction model via multi-objective optimization and end-to-end hybrid deep learning networks	K Zhu, N Zhang, C Jiang, D Zhu	2024	10.1002/spe.3274			duplicate	17	Same DOI	0																													
372	GoogleScholar	25-10-2025	372	Nested deep learning with learned network embeddings for software defect prediction	S Mehta, L Kumar, S Misra, KS Patnaik, V Singh	2025		https://www.sciencedirect.com/science/article/pii/S1568494625003680	Journal	duplicate	18	Identical title, same year, different database	0																													
373	GoogleScholar	25-10-2025	373	Software defect density prediction using deep learning	F Alghanim, M Azzeh, A El-Hassan, H Qattous	2022		https://ieeexplore.ieee.org/iel7/6287639/6514899/09931128.pdf		duplicate	36		0																													
374	GoogleScholar	25-10-2025	374	Deep learning or classical machine learning? An empirical study on line‐level software defect prediction	Y Zhou, X Liu, Z Guo, Y Zhou…	2024	10.1002/smr.2696		Journal	duplicate	19	Same DOI	0																													
375	GoogleScholar	25-10-2025	375	Combining deep learning and kernel PCA for software defect prediction	A Ho, N Nhat Hai, B Thi-Mai-Anh	2022	10.1145/3568562.3568587		Conference	duplicate	45		0																													
376	GoogleScholar	25-10-2025	376	Bridging expert knowledge with deep learning techniques for just-in-time defect prediction	X Zhou, DG Han, D Lo	2025	10.1007/s10664-024-10591-0	https://arxiv.org/pdf/2403.11079		duplicate	60		0																													
377	GoogleScholar	25-10-2025	377	Cross project defect prediction using deep learning techniques	MP Sasankar, G Sakarkar	2022		https://ijecs.net/publish/30_9892_70N.pdf	Journal	unique			1	1	1	0	1		1	0	0	0	0	E6																0		
378	GoogleScholar	25-10-2025	378	Just-in-time defect prediction for self-driving software via a deep learning model	J Choi, T Kim, D Ryu, J Baik…	2023		https://ieeexplore.ieee.org/iel7/10243554/10243559/10243560.pdf		duplicate	20	Identical title, same year, different database	0																													
379	GoogleScholar	25-10-2025	379	TRGNet: a deep transfer learning approach for software defect prediction	M Nevendra, P Singh	2025				duplicate	21	Identical title, same year, different database	0																													
380	GoogleScholar	25-10-2025	380	Research on software defect prediction technology based on deep learning	P Jiang	2021				duplicate	22	Identical title, same year, different database	0																													
381	GoogleScholar	25-10-2025	381	An Empirical Systematic Study of Deep Learning-Based Software Defect Prediction Models in Complex Systems	Z Shen	2024				duplicate	23	Identical title, same year, different database	0																													
382	GoogleScholar	25-10-2025	382	Deep semantic feature learning with embedded static metrics for software defect prediction	G Fan, X Diao, H Yu, K Yang…	2019			Conference	unique			1	1	1	0	1		1	1	1	0	1																	1		
383	GoogleScholar	25-10-2025	383	Revolutionizing Software Defect Prediction Through Deep Learning	J Charles	2024				duplicate	24	Identical title, same year, different database	0																													
384	GoogleScholar	25-10-2025	384	Studying the effectiveness of deep active learning in software defect prediction	F Feyzi, A Daneshdoost	2023	10.1080/1206212X.2023.2252117		Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
385	GoogleScholar	25-10-2025	385	LDFR: Learning deep feature representation for software defect prediction	Z Xu, S Li, J Xu, J Liu, X Luo, Y Zhang, T Zhang…	2019		https://www4.comp.polyu.edu.hk/~csxluo/LDFR.pdf	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
386	GoogleScholar	25-10-2025	386	Development of edge-based deep learning prediction model for defect prediction in manufacturing process	KT Lee, YS Lee, H Yoon	2019				unique			1	0	0	0	0							E3																		
387	GoogleScholar	25-10-2025	387	Source code-based defect prediction using deep learning and transfer learning	AA Saifan, N Al Smadi	2019	10.3233/IDA-184297		Journal	unique			1	1	1	0	1		0	0	0	0	0	E5																		
388	GoogleScholar	25-10-2025	388	Clone consistent-defect prediction based on deep learning method	F Zhang, Y Che, T Liang, W Jiang	2023				duplicate	44		0																													
389	GoogleScholar	25-10-2025	389	Hybrid deep learning approach for software defect prediction: Diffusion kernel attention and gudermannian networks	S PS, M Lokhande, R Jothilakshmi…	2025	10.1177/02666669251342553		Journal	unique			1	1	1	0	1		0	0	0	0	0	E5																		
390	GoogleScholar	25-10-2025	390	Cross Project Defect Prediction using Dropout Regularized Deep Learning and Unique Matched Metrics	PR Bal, S Kumar	2025	10.1145/3698109	https://dl.acm.org/doi/pdf/10.1145/3698109	Journal	duplicate	25	Identical title, same year, different database	0																													
391	GoogleScholar	25-10-2025	391	Software defect prediction based on deep representation learning of source code from contextual syntax and semantic graph	A Abdu, Z Zhai, HA Abdo…	2024			Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
392	GoogleScholar	25-10-2025	392	Performing Software Defect Prediction Using Deep Learning	S Gurung	2021	10.1007/978-3-031-22405-8_25		Conference	duplicate	55		0																													
393	GoogleScholar	25-10-2025	393	Deep learning experiments with skewed data for defect prediction in plastic injection molding	S Kim, S Kim, KR Ryu	2018				unique			1	0	0	0	0							E3																		
394	GoogleScholar	25-10-2025	394	Using a deep learning tool for software defect prediction in new application development	E Syyrilä	2023		https://lutpub.lut.fi/bitstream/handle/10024/166255/Thesis_Elias_Syyril%C3%A4.pdf?sequence=1&isAllowed=y		unique			1	0	0	0	0							E3																		
395	GoogleScholar	25-10-2025	395	A novel attention based deep learning model for software defect prediction with bidirectional word embedding system	MC Devi, TD Rajkumar	2025	10.1007/s00500-025-10475-5		Journal	duplicate	26	Identical title, same year, different database	0																													
396	GoogleScholar	25-10-2025	396	A deep ensemble learning method for effort-aware just-in-time defect prediction	S Albahli	2019		https://www.mdpi.com/1999-5903/11/12/246		unique	37		1	0	0	0	0							E3																		
397	GoogleScholar	25-10-2025	397	An Empirical Comparison of Resampling Ensemble Methods of Deep Learning Neural Networks for Cross-Project Software Defect Prediction.	MO Elish, K Elish	2021		https://inass.org/wp-content/uploads/2021/06/2021063018.pdf	Journal	unique			1	1	1	0	1		1	0	0	0	0	E6																0		
398	GoogleScholar	25-10-2025	398	Just-In-Time Software Defect Prediction using a deep learning-based model	RA Dos Santos	2024		https://journals.vilniustech.lt/index.php/NTCS/article/download/22274/12700/		unique			1	0	0	0	0							E3																		
399	GoogleScholar	25-10-2025	399	Software defect prediction method based on rgb image and deep learning	XG Yang, Z Li, T Li, WJ Chu…	2023				duplicate	27	Identical title, same year, different database	0																													
400	GoogleScholar	25-10-2025	400	Accuracy Prediction of Ensemble Deep Learning Model through Software Defect Prediction	S Charan, S Sinha, SM Sujan…	2024				duplicate	28	Identical title, same year, different database	0																													
401	GoogleScholar	25-10-2025	401	Research on Efficient Software Defect Prediction Using Deep Learning Approaches	A Oberoi, A Vats, A Sivasangari…	2022				duplicate	29	Identical title, same year, different database	0																													
402	GoogleScholar	25-10-2025	402	A Software Defect Prediction Method Using a Multivariate Heterogeneous Hybrid Deep Learning Algorithm	Q Fei, H Hu, G Yin, Z Sun	2025		https://cdn.techscience.press/files/cmc/2025/TSP_CMC-82-2/TSP_CMC_58931/TSP_CMC_58931.pdf	Journal	duplicate	38		0																													
403	GoogleScholar	25-10-2025	403	Research on software defect prediction system based on deep learning	W Wu, C Feng, H Ren, X Han…	2022	10.1117/12.2660800.short		Conference	unique			1	1	1	0	1		0	0	0	0	0	E5																		
404	GoogleScholar	25-10-2025	404	Enhancing cross-project just-in-time defect prediction with active deep learning	Y Wang, Y Li, Y Ren, J Yu	2023				duplicate	52		0																													
405	GoogleScholar	25-10-2025	405	A study of applying deep learning-based weighted combinations to improve defect prediction accuracy and effectiveness	CY Huang, C Huang, MC Yang…	2019			Conference	duplicate	39		0																													
406	GoogleScholar	25-10-2025	406	Deep Learning-Based Defect Prediction for Mobile Apps	M Jorayeva	2022		http://openaccess.iku.edu.tr/bitstreams/e56fdc7b-f1fd-48e8-ad50-0ae52e4ba5c2/download	Journal	unique			1	1	1	0	1		0	0	0	0	0	E5																		
407	GoogleScholar	25-10-2025	407	Multi-Dimensional Software Defect Prediction using Ensemble and Deep Learning	S Abhichandani	2025			Conference	duplicate	30	Identical title, same year, different database	0																													
408	GoogleScholar	25-10-2025	408	Software defect prediction using deep semantic feature learning	B Dwarakanath, S Renuka, TV Brindha…	2023				duplicate	31	Identical title, same year, different database	0																													
409	GoogleScholar	25-10-2025	409	Surface defect prediction on printed circuit boards using a novel deep learning model with spatial and channel attention-based DenseNet	MS Samuthiram, RSM Vanamamalai	2025	10.1007/s00202-024-02737-6			unique			1	0	0	0	0							E3																		
410	GoogleScholar	25-10-2025	410	Software Defect Prediction Model based on AST and Deep Learning	Z Ye, C Yu, Z Lu	2025		https://scpe.org/index.php/scpe/article/view/4910/1571	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
411	GoogleScholar	25-10-2025	411	Toward reduction in false positives just-in-time software defect prediction using deep reinforcement learning	AM Ismail, SH Ab Hamid, AA Sani, NNM Daud	2024		https://ieeexplore.ieee.org/iel7/6287639/6514899/10485281.pdf		unique			1	0	0	0	0							E3																		
412	GoogleScholar	25-10-2025	412	An optimized deep learning method for software defect prediction using Whale Optimization Algorithm	AA Aihong, BI Ya'U, U Ali, A Ahmad…	2024		https://cyberleninka.ru/article/n/an-optimized-deep-learning-method-for-software-defect-prediction-using-whale-optimization-algorithm	Journal	unique	40		1	1	1	0	1		1	1	1	0	1																	1		
413	GoogleScholar	25-10-2025	413	Deep learning-based multisensor fusion for in situ defect prediction in additive manufacturing	G Xie, J Walker, J Middendorf, T Spears…	2025	10.1117/12.3063312.short			unique			1	0	0	0	0							E3																		
414	GoogleScholar	25-10-2025	414	A software defect prediction approach by cat hunting optimization (CHO) algorithm and deep learning based on the GAN-VGG16 networks	A Ghaedi, A Khatibi Bardsiri…	2023		https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4548638		unique			1	1	1	0	1		0	0	0	0	0	E5																		
415	GoogleScholar	25-10-2025	415	Deep Learning-Based Automated Software Defect Prediction Model	J Fan, H Chen	2024				duplicate	32	Identical title, same year, different database	0																													
416	GoogleScholar	25-10-2025	416	Beyond Machine Learning: Exploring Deep Learning and Transformers for Software Defect Prediction	L Dhawan, A Bansal	2024	10.1007/978-981-96-3372-2_7			duplicate	43		0																													
417	GoogleScholar	25-10-2025	417	Deep Learning for Software Defect Prediction in time	M Yadav, V Singh, P Rastogi	2018		https://www.researchgate.net/profile/Vijendra-Singh-7/publication/334080551_Deep_Learning_for_Software_Defect_Prediction_in_time/links/5f7ff494a6fdccfd7b51ddea/Deep-Learning-for-Software-Defect-Prediction-in-time.pdf		duplicate	47		0																													
418	GoogleScholar	25-10-2025	418	Is Deep Learning Good Enough for Software Defect Prediction?	A Haldar, SK Pandey, AK Tripathi			https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4089137		duplicate	6	Same Title	0																													
419	GoogleScholar	25-10-2025	419	Deep adversarial learning based heterogeneous defect prediction	Y Sun, Y Sun, F Wu, XY Jing	2021	10.1007/978-3-030-78609-0_28		Conference	duplicate	59		0																													
420	GoogleScholar	25-10-2025	420	Hybrid Population Intelligence and Deep Learning Research for Software Defect Prediction	G Pei, Z Lu, J Jin, R Feng	2023				duplicate	33	Identical title, same year, different database	0																													
421	GoogleScholar	25-10-2025	421	Software defect prediction using deep learning	AI Al Faizin, E Suharto, AP Widodo, H Faizal…	2023	10.1063/5.0142134/17936050/060012_1_5.0142134	https://pubs.aip.org/aip/acp/article-pdf/doi/10.1063/5.0142134/17936050/060012_1_5.0142134.pdf	Conference	unique			1	1	1	0	1		0	0	0	0	0	E5																		
422	GoogleScholar	25-10-2025	422	TIG weld defect prediction from weld pool images using deep convolutional neural network and transfer learning	R Verma, AK Verma	2024	10.1504/IJMR.2024.140279			unique			1	0	0	0	0							E3																		
423	GoogleScholar	25-10-2025	423	A deep ensemble learning method for effort-aware Just-In-Time defect prediction	S Albahli	2020		https://bibliotekanauki.pl/articles/117652.pdf		duplicate	37		0																													
424	GoogleScholar	25-10-2025	424	Software Defect Prediction using Deep Learning by Correlation Clustering of Testing Metrics	KK Sharma, A Sinha, A Sharma	2022		https://hrcak.srce.hr/file/420500	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
425	GoogleScholar	25-10-2025	425	An optimized deep learning method for software defect prediction using Whale Optimization Algorithm	AA Anes, IY Badamasi, A Usman, A Abuzairu…	2024		https://ntv.ifmo.ru/file/article/22741.pdf		duplicate	40		0																													
426	GoogleScholar	25-10-2025	426	A study of combining code representation techniques with deep learning for software defect prediction	方定邦	2023				unique			1	0	0	0	0							E3																		
427	GoogleScholar	25-10-2025	427	Improved mayfly optimization deep stacked sparse auto encoder feature selection scorched gradient descent driven dropout XLM learning framework for software defect prediction	M Anbu	2022	10.1002/cpe.7240			duplicate	35		0																													
428	GoogleScholar	25-10-2025	428	Enhanced Software Defect Prediction Using Deep Ensemble Learning for Proactive Quality Assurance.	II Akkar, MS Abdul, AJ Jabbar	2025				unique			1	0	0	0	0							E3																		
429	GoogleScholar	25-10-2025	429	Defect prediction of big data computer network based on deep learning model	L Ma, L Liu, H Liu	2023			Journal	unique			1	1	1	0	1		0	0	0	0	0	E5																		
430	GoogleScholar	25-10-2025	430	Timely software defect prediction method and system based on deep learning	JW Choi, TY Kim, D San RYU, JM BAIK…	2025				unique			1	1	1	0	1		0	0	0	0	0	E5																		
431	GoogleScholar	25-10-2025	431	Prediction of an Additive Manufacturing Defect Based on Deep Learning	L Wang	2025		https://www.sciepublish.com/article/pii/503		unique			1	0	0	0	0							E3																		
432	GoogleScholar	25-10-2025	432	RESEARCH ON SOFTWARE DEFECT PREDICTION MODEL BASED ON DEEP LEARNING	QI LIANG	2024				unique			1	1	1	0	1		1	0	0	0	0	E6																0		
433	GoogleScholar	25-10-2025	433	Deep Incremental Learning of Imbalanced Data for Just-In-Time Software Defect Prediction	Y Zhao, H Chen	2023		https://arxiv.org/pdf/2310.12289		unique			1	0	0	0	0							E3																		
434	GoogleScholar	25-10-2025	434	Deep Semantic and Strutural Features Learning based on Graph for Just-in-Time Defect Prediction.	A M'Baya, N Moalla	2022		https://www.scitepress.org/PublishedPapers/2022/110618/110618.pdf		unique			1	0	0	0	0							E3																		
435	GoogleScholar	25-10-2025	435	Deep-learning approach with deepxplore for software defect severity level prediction	L Kumar, TG Dastidar, LB Murthy Neti…	2021	10.1007/978-3-030-87007-2_28			unique			1	0	0	0	0							E3																		
436	GoogleScholar	25-10-2025	436	Analysis of Adversarial Learning-Based Deep Domain Adaptation for Cross-Version Defect Prediction	최지원, 이재욱, 류덕산, 김순태	2023				unique			1	0	0	0	0							E7																		
437	GoogleScholar	25-10-2025	437	Software Defect Density Prediction Using Deep Learning	H QATTOUS			https://khaneprozhe.ir/wp-content/uploads/2024/05/3.pdf		duplicate	36		0																													
438	GoogleScholar	25-10-2025	438	Prediction of the lack-of-fusion defect of laser powder bed fusion based on deep learning	L Wang	2025				unique			1	0	0	0	0							E3																		
439	Manual	25-10-2025		Software defect prediction via LSTM	Deng, Jiehan and Lu, Lu and Qiu, Shaojian	2020				unique			1	1	1	0	1		1	1	1	0	1																	1		
440	Manual	25-10-2025		Automatically identifying code features for software defect prediction: Using AST N-grams	Shippey, Thomas and Bowes, David and Hall, Tracy	2018				unique			1	1	1	0	1		1	1	1	0	1																	1		
441	Manual	25-10-2025		Aging-related bugs prediction via convolutional neural network	Liu, Qinchen and Xiang, Jianwen and Xu, Bin and Zhao, Dongdong and Hu, Wenhua and Wang, Jian	2020				unique			1	1	1	0	1		1	1	1	0	1																	1		
442	Manual	25-10-2025		Convolutional neural networks over control flow graphs for software defect prediction	Phan, Anh Viet and Le Nguyen, Minh and Bui, Lam Thu	2017				unique			1	1	1	0	1		1	1	1	0	1																	1		
443	Manual	25-10-2025		Transfer convolutional neural network for cross-project defect prediction	Qiu, Shaojian and Xu, Hao and Deng, Jiehan and Jiang, Siyu and Lu, Lu	2019				unique			1	1	1	0	1		1	1	1	0	1																	1		
444	Manual	25-10-2025		Software defect prediction based on gated hierarchical LSTMs	Wang, Hao and Zhuang, Weiyuan and Zhang, Xiaofang	2021				unique			1	1	1	0	1		1	1	1	0	1																	1		
445	Manual	25-10-2025		Improving bug detection via context-based code representation learning and attention-based neural networks	Li, Yi and Wang, Shaohua and Nguyen, Tien N and Van Nguyen, Son	2019				unique			1	1	1	0	1		1	1	1	0	1																	1		
446	Manual	25-10-2025		Defect prediction via LSTM based on sequence and tree structure	Zhou, Xuan and Lu, Lu	2020				unique			1	1	1	0	1		1	1	1	0	1																	1		
447	Manual	25-10-2025		ACGDP: An augmented code graph-based system for software defect prediction	Xu, Jiaxi and Ai, Jun and Liu, Jingyu and Shi, Tao	2022				unique			1	1	1	0	1		1	1	1	0	1																	1		
448	Manual	25-10-2025		Software Defect Prediction via GIN with Hybrid Graphical Features	Wang, Xuanye and Lu, Lu and Wang, Boye and Shang, Yudong and Yang, Hao	2022				unique			1	1	1	0	1		1	1	1	0	1																	1		
449	Manual	25-10-2025		Two-Stage AST Encoding for Software Defect Prediction.	Zhou, Yanwu and Lu, Lu and Zou, Quanyi and Li, Cuixu	2022				unique			1	1	1	0	1		1	0	0	0	0	E6																0		
450	Manual	25-10-2025		A comparative study of deep learning techniques in software fault prediction	Phuong, Ha Thi Minh and Ngan, Dang Thi Kim and Binh, Nguyen Thanh	2024				unique			1	1	1	0	1		1	1	1	0	1																	1		
451	Manual	25-10-2025		An improved CNN model for within-project software defect prediction	Pan, Cong and Lu, Minyan and Xu, Biao and Gao, Houleng	2019				unique			1	1	1	0	1		1	1	1	0	1																	1		
452	Manual	25-10-2025		Attention based GRU-LSTM for software defect prediction	Munir, Hafiz Shahbaz and Ren, Shengbing and Mustafa, Mubashar and Siddique, Chaudry Naeem and Qayyum, Shazib	2021				unique			1	1	1	0	1		1	1	1	0	1																	1		
453	Manual	25-10-2025		Software Defect Prediction for Specific Defect Types based on Augmented Code Graph Representation	Xu, Jiaxi and Ai, Jun and Shi, Tao	2021				unique			1	1	1	0	1		1	1	1	0	1																	1		
454	Manual	25-10-2025		An approach to semantic and structural features learning for software defect prediction	Meilong, Shi and He, Peng and Xiao, Haitao and Li, Huixin and Zeng, Cheng	2020				unique			1	1	1	0	1		1	1	1	0	1																	1		
455	Manual	25-10-2025		Code Multiview Hypergraph Representation Learning for Software Defect Prediction	Qiu, Shaojian and Huang, Mengyang and Liang, Yun and Peng, Chaoda and Yuan, Yuan	2024				unique			1	1	1	0	1		1	1	1	0	1																	1		
456	Manual	25-10-2025		Cognitive complexity and graph convolutional approach over control flow graph for software defect prediction	Gupta, Mansi and Rajnish, Kumar and Bhattacharjee, Vandana	2022				unique			1	1	1	0	1		1	1	1	0	1																	1		
457	Manual	25-10-2025		A software defect prediction method based on program semantic feature mining	Yao, Wenjun and Shafiq, Muhammad and Lin, Xiaoxin and Yu, Xiang	2023				unique			1	1	1	0	1		1	1	1	0	1																	1		
458	Manual	25-10-2025		Enriching the Semantic Representation of the Source Code with Natural Language-Based Features from Comments for Improving the Performance of Software Defect Prediction.	Briciu, Anamaria and Lupea, Mihaiela and Czibula, Gabriela and Czibula, Istv{\'a}n Gergely	2024				unique			1	1	1	0	1		1	1	1	0	1																	1		
459	Manual	25-10-2025		Software defect prediction using hybrid model (CBIL) of convolutional neural network (CNN) and bidirectional long short-term memory (Bi-LSTM)	Farid, Ahmed Bahaa and Fathy, Enas Mohamed and Eldin, Ahmed Sharaf and Abd-Elmegid, Laila A	2023				unique			1	1	1	0	1		1	1	1	0	1																	1		
460	Manual	25-10-2025		Balanced Adversarial Tight Matching for Cross-Project Defect Prediction	Jiang, Siyu and Zhang, Jiapeng and Guo, Feng and Ouyang, Teng and Li, Jing	2024				unique			1	1	1	0	1		1	1	1	0	1																	1		
461	Manual	25-10-2025		BAFLineDP: Code Bilinear Attention Fusion Framework for Line-Level Defect Prediction	Qiu, Shaojian and Huang, Huihao and Luo, Jianxiang and Kuang, Yingjie and Luo, Haoyu	2023				unique			1	1	1	0	1		1	1	1	0	1																	1		
462	Manual	25-10-2025		Software defect prediction via attention-based recurrent neural network	Fan, Guisheng and Diao, Xuyang and Yu, Huiqun and Yang, Kang and Chen, Liqiong	2019				unique			1	1	1	0	1		1	1	1	0	1																	1		
463	Manual	25-10-2025		SyntaxLineDP: a Line-level Software Defect Prediction Model based on Extended Syntax Information	Zhu, Jianzhong and Huang, Yuan and Chen, Xiangping and Wang, Ruomei and Zheng, Zibin	2023				unique			1	1	1	0	1		1	1	1	0	1																	1		
464	Manual	25-10-2025		Software Defect Prediction via Generative Adversarial Networks and Pre-Trained Model.	Song, Wei and Gan, Lu and Bao, Tie	2024				unique			1	1	1	0	1		1	1	1	0	1																	1		
465	Manual	25-10-2025		Software Defect Prediction via Code Language Models	Song, Wei and Gan, Lu and Bao, Tie	2023				unique			1	1	1	0	1		1	1	1	0	1																	1		
466	Manual	25-10-2025		An empirical study on software defect prediction using codebert model	Pan, Cong and Lu, Minyan and Xu, Biao	2021				unique			1	1	1	0	1		1	1	1	0	1																	1		
467	Manual	25-10-2025		Software defect prediction via transformer	Zhang, Qihang and Wu, Bin	2020				unique			1	1	1	0	1		1	1	1	0	1																	1		
468	Manual	25-10-2025		Interpretable Software Defect Prediction from Project Effort and Static Code Metrics	Haldar, Susmita and Capretz, Luiz Fernando	2024				unique			1	1	1	0	1		1	1	1	0	1																	1		
469	Manual	25-10-2025		Software fault prediction using an RNN-based deep learning approach and ensemble machine learning techniques	Borandag, Emin	2023				unique			1	1	1	0	1		1	1	1	0	1																	1		
470	Manual	25-10-2025		Multiview transfer learning for software defect prediction	Chen, Jinyin and Yang, Yitao and Hu, Keke and Xuan, Qi and Liu, Yi and Yang, Chao	2019				unique			1	1	1	0	1		1	1	1	0	1																	1		
471	Manual	25-10-2025		Software Defect Prediction Based Ensemble Approach.	Harikiran, J and Chandana, Bolem Sai and Srinivasarao, B and Raviteja, B and Reddy, Tatireddy Subba	2023				unique			1	1	1	0	1		1	1	1	0	1																	1		
472	Manual	25-10-2025		Recurrent Neural Networks for Generating Automated Features in Predicting Software Defects	Kofarmata, Fatima Inuwa and Garko, Ahmed Baita	2023				unique			1	1	1	0	1		1	0	0	0	0	E6																0		
473	Manual	25-10-2025		SDP-MTF: A Composite Transfer Learning and Feature Fusion for Cross-Project Software Defect Prediction	Lei, Tianwei and Xue, Jingfeng and Man, Duo and Wang, Yong and Li, Minghui and Kong, Zixiao	2024				unique			1	1	1	0	1		1	1	1	0	1																	1		
474	Manual	25-10-2025		The influence of deep learning algorithms factors in software fault prediction	Al Qasem, Osama and Akour, Mohammed and Alenezi, Mamdouh	2020				unique			1	1	1	0	1		1	1	1	0	1																	1		
475	Manual	25-10-2025		Software defect prediction based on elman neural network and cuckoo search algorithm	Song, Kun and Lv, ShengKai and Hu, Die and He, Peng	2021				unique			1	1	1	0	1		1	1	1	0	1																	1		
476	Manual	25-10-2025		Software fault prediction using deep learning algorithms	Al Qasem, Osama and Akour, Mohammed	2019				unique			1	1	1	0	1		1	0	0	0	0	E6																0		
477	Manual	25-10-2025		Siamese dense neural network for software defect prediction with small data	Zhao, Linchang and Shang, Zhaowei and Zhao, Ling and Qin, Anyong and Tang, Yuan Yan	2019				unique			1	1	1	0	1		1	1	1	0	1																	1		
478	Manual	25-10-2025		Iterated feature selection algorithms with layered recurrent neural network for software fault prediction	Turabieh, Hamza and Mafarja, Majdi and Li, Xiaodong	2018				unique			1	1	1	0	1		1	1	1	0	1																	1		
479	Manual	25-10-2025		Software defect prediction techniques using metrics based on neural network classifier	Jayanthi, R and Florence, Lilly	2018				unique			1	1	1	0	1		1	0	0	0	0	E6																0		
480	Manual	25-10-2025		Software fault prediction using deep learning techniques	Batool, Iqra and Khan, Tamim Ahmed	2023				unique			1	1	1	0	1		1	1	1	0	1																	1		
481	Manual	25-10-2025		Automatic Software Bug Prediction Using Adaptive Artificial Jelly Optimization With Long Short-Term Memory	Siva, R and Hariharan, B and Premkumar, N	2023				unique			1	1	1	0	1		1	1	1	0	1																	1		
482	Manual	25-10-2025		Automatic software bug prediction using adaptive golden eagle optimizer with deep learning	Siva, R and Hariharan, B and Premkumar, N	2023				unique			1	1	1	0	1		1	1	1	0	1																	1		
483	Manual	25-10-2025		Predicting the Number of Software Faults using Deep Learning	Alkaberi, Wahaj and Assiri, Fatmah	2024				unique			1	1	1	0	1		1	1	1	0	1																	1		
484	Manual	25-10-2025		BPDET: An effective software bug prediction model using deep representation and ensemble learning techniques	Pandey, Sushant Kumar and Mishra, Ravi Bhushan and Tripathi, Anil Kumar	2020				unique			1	1	1	0	1		1	1	1	0	1																	1		
485	Manual	25-10-2025		A novel approach for software defect prediction through hybridizing gradual relational association rules with artificial neural networks	Miholca, Diana-Lucia and Czibula, Gabriela and Czibula, Istvan Gergely	2018				unique			1	1	1	0	1		1	1	1	0	1																	1		
486	Manual	25-10-2025		A new approach to software defect prediction based on convolutional neural network and bidirectional long short-term memory	Neh{\'e}z, K{\'a}roly and Khleel, Nasraldeen Alnor Adam	2022				unique			1	1	1	0	1		1	1	1	0	1																	1		
487	Manual	25-10-2025		A hybrid deep learning approach with genetic and coral reefs metaheuristics for enhanced defect detection in software	Tameswar, Kajal and Suddul, Geerish and Dookhitram, Kumar	2022				unique			1	1	1	0	1		1	1	1	0	1																	1		
488	Manual	25-10-2025		Hellinger net: A hybrid imbalance learning model to improve software defect prediction	Chakraborty, Tanujit and Chakraborty, Ashis Kumar	2021				unique			1	1	1	0	1		1	1	1	0	1																	1		
489	Manual	25-10-2025		Heterogeneous defect prediction based on federated reinforcement learning via gradient clustering	Wang, Aili and Zhao, Yinghui and Li, Guodong and Zhang, Jun and Wu, Haibin and Iwahori, Yuji	2022				unique			1	1	1	0	1		1	1	1	0	1																	1		
